snapped_at,price,market_cap,total_volume
2019-07-22 00:00:00 UTC,1.4005066533651849,0.0,349393.9099380035
2019-07-23 00:00:00 UTC,1.3578113214285885,0.0,253929.64281226252
2019-07-24 00:00:00 UTC,1.3767211353416742,0.0,449874.02696568123
2019-07-25 00:00:00 UTC,1.317336150834745,0.0,211963.23969025933
2019-07-26 00:00:00 UTC,1.3328986893215653,0.0,373376.65023626364
2019-07-27 00:00:00 UTC,1.325733119143132,0.0,9911328.24537654
2019-07-28 00:00:00 UTC,1.3002701528939704,0.0,5456141.106379525
2019-07-29 00:00:00 UTC,1.2519434079137637,0.0,1474548.2175790365
2019-07-30 00:00:00 UTC,1.2936835874287995,0.0,3685063.655654915
2019-07-31 00:00:00 UTC,1.2882817081977767,0.0,1480511.73675225
2019-08-01 00:00:00 UTC,1.2935625463928262,0.0,972621.6862156994
2019-08-02 00:00:00 UTC,1.2760102188554436,0.0,732616.8537763377
2019-08-03 00:00:00 UTC,1.2752718817132107,0.0,759214.4442176325
2019-08-04 00:00:00 UTC,1.2554148633114985,0.0,393668.1945180519
2019-08-05 00:00:00 UTC,1.2430460721111802,0.0,383922.02417052
2019-08-06 00:00:00 UTC,1.171078000793286,0.0,1163681.536389402
2019-08-07 00:00:00 UTC,1.1492178589445927,0.0,3432553.2763873083
2019-08-08 00:00:00 UTC,1.1093650276412894,0.0,1454401.6803843419
2019-08-09 00:00:00 UTC,1.195265485937306,0.0,2108093.5747328717
2019-08-10 00:00:00 UTC,1.2128613323410098,0.0,2102429.2318120673
2019-08-11 00:00:00 UTC,1.13408803976034,0.0,358544.2244627863
2019-08-12 00:00:00 UTC,1.2756060223590109,0.0,1017144.2496762897
2019-08-13 00:00:00 UTC,1.281558993565012,0.0,881316.3325871791
2019-08-14 00:00:00 UTC,1.3946244116442255,0.0,1948866.5586001943
2019-08-15 00:00:00 UTC,1.3015477379846545,0.0,1743168.9842324653
2019-08-16 00:00:00 UTC,1.3153152789022002,0.0,942863.9904231549
2019-08-17 00:00:00 UTC,1.296908241710094,0.0,1134264.296997364
2019-08-18 00:00:00 UTC,1.3108811152448567,0.0,787359.8894894483
2019-08-19 00:00:00 UTC,1.2832495769251766,0.0,499192.20247034804
2019-08-20 00:00:00 UTC,1.3139008112727084,0.0,1943565.2289895597
2019-08-21 00:00:00 UTC,1.257213481096027,0.0,1186046.5052869464
2019-08-22 00:00:00 UTC,1.2945129684384575,0.0,3360039.923003202
2019-08-23 00:00:00 UTC,1.2232660885653512,0.0,2183649.3892885363
2019-08-24 00:00:00 UTC,1.1839991397559992,0.0,1725351.599050192
2019-08-25 00:00:00 UTC,1.167974858037653,0.0,1085705.5611723869
2019-08-26 00:00:00 UTC,1.230245768024466,0.0,1985255.6089388838
2019-08-27 00:00:00 UTC,1.1693559636927164,0.0,1290512.203800309
2019-08-28 00:00:00 UTC,1.157567588132919,0.0,1884662.6771060568
2019-08-29 00:00:00 UTC,1.1372035270530694,0.0,1370513.6792048018
2019-08-30 00:00:00 UTC,1.1516449761038798,0.0,1714136.4962362514
2019-08-31 00:00:00 UTC,1.1693422480350881,0.0,2128088.0828102683
2019-09-01 00:00:00 UTC,1.1720438573748917,0.0,3956074.326821236
2019-09-02 00:00:00 UTC,1.1566033788520316,0.0,6136483.801273269
2019-09-03 00:00:00 UTC,1.1526971705782596,0.0,6577748.952709503
2019-09-04 00:00:00 UTC,1.228637846013196,0.0,15968570.06593217
2019-09-05 00:00:00 UTC,1.174333568904572,0.0,1435337.8253114661
2019-09-06 00:00:00 UTC,1.1614452111648628,0.0,978331.7387707552
2019-09-07 00:00:00 UTC,1.1329128130348787,0.0,1975486.3922913165
2019-09-08 00:00:00 UTC,1.1609975826515622,0.0,1511837.9621790168
2019-09-09 00:00:00 UTC,1.1484867915518766,0.0,874867.6879313848
2019-09-10 00:00:00 UTC,1.1133079875926362,0.0,1582304.9939451457
2019-09-11 00:00:00 UTC,1.0914499605848937,0.0,1166706.5444577283
2019-09-12 00:00:00 UTC,1.0618264251722933,0.0,1463583.1660487566
2019-09-13 00:00:00 UTC,1.0601644257472378,0.0,820199.6407700791
2019-09-14 00:00:00 UTC,1.0540967653001916,0.0,730960.7835295128
2019-09-15 00:00:00 UTC,1.0578514414236246,0.0,699079.2744531541
2019-09-16 00:00:00 UTC,1.0426424897065691,0.0,405138.64777730405
2019-09-17 00:00:00 UTC,1.004322677576786,0.0,820485.3393344727
2019-09-18 00:00:00 UTC,1.0444031449197202,0.0,1170503.3557868646
2019-09-19 00:00:00 UTC,1.0371511655712862,0.0,655582.9656988545
2019-09-20 00:00:00 UTC,0.9856859652417007,0.0,989421.4598935223
2019-09-21 00:00:00 UTC,0.9777079222417319,0.0,660183.9593311843
2019-09-22 00:00:00 UTC,0.9572884393198824,0.0,460922.271652178
2019-09-23 00:00:00 UTC,0.95660375514985,0.0,576229.3248403515
2019-09-24 00:00:00 UTC,0.9511132378095751,0.0,690219.915512011
2019-09-25 00:00:00 UTC,0.8286937049522204,160926310.4377872,900424.063505779
2019-09-26 00:00:00 UTC,0.842282043442642,160886335.80121115,1105850.5641899884
2019-09-27 00:00:00 UTC,0.8141134966851424,155415229.32219732,898645.0427492346
2019-09-28 00:00:00 UTC,0.8207389322452358,156765447.658061,851402.8764159813
2019-09-29 00:00:00 UTC,0.8290434854951327,158287498.94313952,579518.8856087462
2019-09-30 00:00:00 UTC,0.827690348420413,158210661.44598976,523611.41409370187
2019-10-01 00:00:00 UTC,1.0256604125653632,195701507.91623762,1462535.7768009035
2019-10-02 00:00:00 UTC,0.8262468096969915,156891298.41976887,1567922.017747671
2019-10-03 00:00:00 UTC,0.8262468096969915,156891298.41976887,1567922.017747671
2019-10-04 00:00:00 UTC,0.7073975702157113,134534093.88400882,1504412.360591971
2019-10-05 00:00:00 UTC,0.7064978064151894,134247939.2854779,1520551.3073040347
2019-10-06 00:00:00 UTC,0.7103395541115357,134924627.24925283,1092366.92909492
2019-10-07 00:00:00 UTC,0.7147880507121323,135807389.72251883,591892.708254066
2019-10-08 00:00:00 UTC,0.7011541389800728,133299509.78658499,907372.5360949221
2019-10-09 00:00:00 UTC,0.687874136431744,130706420.18493263,509676.62790015433
2019-10-10 00:00:00 UTC,0.6791874428782568,129044212.61967075,440620.64452009345
2019-10-11 00:00:00 UTC,0.727688475356455,138174939.77099466,1211788.0049382094
2019-10-12 00:00:00 UTC,0.7013961921833137,133182793.27912563,1090528.6465675682
2019-10-13 00:00:00 UTC,0.6983537793036917,132624236.37683839,1113252.6175346063
2019-10-14 00:00:00 UTC,0.700823985599964,132918844.29512198,835606.7838638026
2019-10-15 00:00:00 UTC,0.6668531988876708,126498777.36314735,1756790.79850248
2019-10-16 00:00:00 UTC,0.5906549891088768,111967101.93641609,1468554.4912322287
2019-10-17 00:00:00 UTC,0.5419697286346823,102618282.19994429,1199010.0361479823
2019-10-18 00:00:00 UTC,0.5448858365127168,103283067.83631228,602015.3401289728
2019-10-19 00:00:00 UTC,0.5252778659919465,99535604.45750009,1031446.9284597386
2019-10-20 00:00:00 UTC,0.5176430046946598,98074233.97143537,731536.8498007879
2019-10-21 00:00:00 UTC,0.5195792592662217,98404287.31827508,689645.6410837697
2019-10-22 00:00:00 UTC,0.49170394861500855,93030450.87230894,1404617.9810885293
2019-10-23 00:00:00 UTC,0.47754604448215054,90325879.10877982,517595.5719042646
2019-10-24 00:00:00 UTC,0.4716441175092451,89186110.90222608,1095042.5013245237
2019-10-25 00:00:00 UTC,0.4614103535362009,87251625.46939397,672163.4383051926
2019-10-26 00:00:00 UTC,0.4846769287515376,91638581.69793394,790110.4813224466
2019-10-27 00:00:00 UTC,0.4708027628326323,89013805.89479212,594775.8313789434
2019-10-28 00:00:00 UTC,0.4627456707227718,87467794.18584652,549053.2041918185
2019-10-29 00:00:00 UTC,0.4339103337185961,82017822.67911153,450936.2277424582
2019-10-30 00:00:00 UTC,0.44901337625773574,84854328.64303592,497533.3958963376
2019-10-31 00:00:00 UTC,0.43568896940400087,82325766.60632657,495690.13505594083
2019-11-01 00:00:00 UTC,0.42753305998739793,80731174.72401936,301475.5025462209
2019-11-02 00:00:00 UTC,0.4324756226824339,81694929.4296427,565349.8502167315
2019-11-03 00:00:00 UTC,0.4312573260862705,81413339.80184789,397977.990616716
2019-11-04 00:00:00 UTC,0.4270446553412366,80625407.38271299,302752.5274654006
2019-11-05 00:00:00 UTC,0.4321910289329298,81633161.93806614,603140.9698121189
2019-11-06 00:00:00 UTC,0.4310853776155922,81424323.58368737,478698.7747196803
2019-11-07 00:00:00 UTC,0.44584992707791304,84213997.87196022,1083913.7935679138
2019-11-08 00:00:00 UTC,0.43391003532995764,81958691.05672503,1041979.2331474555
2019-11-09 00:00:00 UTC,0.41292100284187466,77981188.52858897,1470965.9482212735
2019-11-10 00:00:00 UTC,0.40311918448552403,76130136.76110035,1321295.4931213667
2019-11-11 00:00:00 UTC,0.39054456424139317,73704581.83097517,1013815.8246884505
2019-11-12 00:00:00 UTC,0.37124401417582786,69993650.7873292,1134555.2029375245
2019-11-13 00:00:00 UTC,0.36079879788775227,68104967.27222319,630093.4934203477
2019-11-14 00:00:00 UTC,0.37262914719647827,70133512.12250862,1641370.5919383375
2019-11-15 00:00:00 UTC,0.36762346370609544,69294207.26110046,2075645.9853279234
2019-11-16 00:00:00 UTC,0.3632278268049748,68250010.95118624,906906.5776691623
2019-11-17 00:00:00 UTC,0.3588899394897942,67470126.22869986,529154.1642452428
2019-11-18 00:00:00 UTC,0.36606033550820677,68794327.58864786,1417656.6761058413
2019-11-19 00:00:00 UTC,0.33876968956303,63657473.124412686,878745.0289307553
2019-11-20 00:00:00 UTC,0.3090936777951916,58151484.31892982,772924.5955615523
2019-11-21 00:00:00 UTC,0.30731244128571045,57695993.83239255,514979.9610427863
2019-11-22 00:00:00 UTC,0.28645341518734874,53767950.882547356,962453.8950216586
2019-11-23 00:00:00 UTC,0.24582454078344604,46121341.829376064,1016261.890857761
2019-11-24 00:00:00 UTC,0.2569560475862738,48214666.50957359,791467.0113482109
2019-11-25 00:00:00 UTC,0.24609836947967573,46361589.2452061,730643.6312131948
2019-11-26 00:00:00 UTC,0.22401579233193744,41871564.60987181,594042.5675304597
2019-11-27 00:00:00 UTC,0.21297098692645425,39919685.94099923,575195.3731822247
2019-11-28 00:00:00 UTC,0.20938432389964487,38968740.91949901,472101.60835640895
2019-11-29 00:00:00 UTC,0.2565848350860297,47743796.848463476,1524369.038371244
2019-11-30 00:00:00 UTC,0.2832908132113425,53010223.138457954,1101534.608573908
2019-12-01 00:00:00 UTC,0.27773142494122405,52079658.79882356,692524.8919704378
2019-12-02 00:00:00 UTC,0.2752473496940586,51541538.969725534,693411.8928880837
2019-12-03 00:00:00 UTC,0.2624220972450339,49116603.40919464,723183.6286259982
2019-12-04 00:00:00 UTC,0.26011950489082797,48727661.08141104,688598.517964237
2019-12-05 00:00:00 UTC,0.25300252012781743,47331476.01278409,504525.1009494123
2019-12-06 00:00:00 UTC,0.25090393175621434,46808553.52236796,566468.3464777532
2019-12-07 00:00:00 UTC,0.2662451165605834,49575378.7102506,616122.3049330645
2019-12-08 00:00:00 UTC,0.2704197606224061,50519169.4746748,274572.70763541263
2019-12-09 00:00:00 UTC,0.2669518854515915,49876637.4506411,571812.2818412198
2019-12-10 00:00:00 UTC,0.26183629602483466,49047989.40270944,514023.1470997
2019-12-11 00:00:00 UTC,0.2551023726678275,47690466.998818874,364850.1527291822
2019-12-12 00:00:00 UTC,0.26218174359745733,48971930.311597414,416348.26784941147
2019-12-13 00:00:00 UTC,0.2654943474218372,49614797.35606771,291155.2268737262
2019-12-14 00:00:00 UTC,0.2708220129746106,50605652.72602899,589703.2070197108
2019-12-15 00:00:00 UTC,0.26487279494755345,49472500.451065734,386043.43217835674
2019-12-16 00:00:00 UTC,0.26504888380504993,49539384.43645657,256877.5044532569
2019-12-17 00:00:00 UTC,0.24687447420189243,46113160.82835289,283815.3267048056
2019-12-18 00:00:00 UTC,0.2291013298486819,41433698.41807952,246282.32155415782
2019-12-19 00:00:00 UTC,0.21424142665184548,40043862.384645395,488043.7782308883
2019-12-20 00:00:00 UTC,0.21871472648373141,40686381.26090331,908129.4884017591
2019-12-21 00:00:00 UTC,0.24238658123890566,45247686.61722243,1134555.692565387
2019-12-22 00:00:00 UTC,0.2592910430460258,48452462.25509728,1269934.228927861
2019-12-23 00:00:00 UTC,0.2659772544382895,49856259.797790065,1183687.3013606425
2019-12-24 00:00:00 UTC,0.2806362134358053,52389086.74678742,844378.4295198604
2019-12-25 00:00:00 UTC,0.3215371062169583,59684758.76933876,1527540.9419926417
2019-12-26 00:00:00 UTC,0.34329444720343055,63349065.05741807,1631803.2096173428
2019-12-27 00:00:00 UTC,0.3528301188896724,65950999.47039647,1592746.6471640528
2019-12-28 00:00:00 UTC,0.3074296440109351,57727096.48398116,2763139.3828813774
2019-12-29 00:00:00 UTC,0.28700882141547907,53504405.48998867,381755.7352529805
2019-12-30 00:00:00 UTC,0.31054573182208356,57761781.55933563,607577.6329209673
2019-12-31 00:00:00 UTC,0.28821727276421144,53845535.90154323,1088888.7225669532
2020-01-01 00:00:00 UTC,0.2582945633865704,48361795.69791163,4349296.716840232
2020-01-02 00:00:00 UTC,0.23114522798748358,43280153.84918,5042078.845946418
2020-01-03 00:00:00 UTC,0.2119350647980746,39747558.0560566,3862809.2727870685
2020-01-04 00:00:00 UTC,0.21994197126235326,41165301.320245236,3933398.7922749296
2020-01-05 00:00:00 UTC,0.24163284740833219,45164995.229686156,2591130.5210838667
2020-01-06 00:00:00 UTC,0.23985663574143334,44746632.7525823,1449636.9700142033
2020-01-07 00:00:00 UTC,0.2250495461082152,42059900.06399518,3677651.9722371814
2020-01-08 00:00:00 UTC,0.21759362475882799,40689911.469578,3067363.543892273
2020-01-09 00:00:00 UTC,0.20254865770958966,37795957.22826097,2975093.196254614
2020-01-10 00:00:00 UTC,0.20601605605717324,38541747.751932845,4232582.319647554
2020-01-11 00:00:00 UTC,0.20574764167862927,38341871.884960026,4269206.523299028
2020-01-12 00:00:00 UTC,0.2040699992953857,37907878.21213483,2641870.500411073
2020-01-13 00:00:00 UTC,0.20943702355898297,39141805.3178791,1762326.0744566668
2020-01-14 00:00:00 UTC,0.20040762051282768,37169301.94639506,4374344.466293886
2020-01-15 00:00:00 UTC,0.19477475066919325,36410303.822443366,4781739.265135379
2020-01-16 00:00:00 UTC,0.1958950175903205,36792757.83269936,4533120.889746701
2020-01-17 00:00:00 UTC,0.20557334563665852,38911092.79403409,3498300.619801484
2020-01-18 00:00:00 UTC,0.20529191969376415,38419784.31722886,3677884.314631697
2020-01-19 00:00:00 UTC,0.2026019809368184,37729073.05426348,3110173.5831895582
2020-01-20 00:00:00 UTC,0.20251038092906762,38311839.70945457,5443463.556277971
2020-01-21 00:00:00 UTC,0.19988303538305313,37493248.25147154,4103423.6602242156
2020-01-22 00:00:00 UTC,0.19665998701222193,36834068.70558191,3684224.3883893946
2020-01-23 00:00:00 UTC,0.1920655227284918,35924349.60892031,3269217.333663143
2020-01-24 00:00:00 UTC,0.18629626616033895,34821815.314109854,2385666.920580862
2020-01-25 00:00:00 UTC,0.18578713008070338,34782832.93820639,2425090.082724112
2020-01-26 00:00:00 UTC,0.1850960473947799,34694139.17092867,2215571.8900081795
2020-01-27 00:00:00 UTC,0.186194400914314,34769797.57660043,2385593.967310483
2020-01-28 00:00:00 UTC,0.18547237779887468,34754008.05520714,2466982.3400603626
2020-01-29 00:00:00 UTC,0.18613379618255918,34771624.50184048,4225742.490985267
2020-01-30 00:00:00 UTC,0.19146294579684608,35689512.955493405,5571548.219863014
2020-01-31 00:00:00 UTC,0.18911514373072438,35332050.18093224,4138700.2208516565
2020-02-01 00:00:00 UTC,0.1869777419532482,34858619.495216645,3399578.4040071326
2020-02-02 00:00:00 UTC,0.18851336479774514,35321945.99934587,3037685.5966955097
2020-02-03 00:00:00 UTC,0.19995705009785822,37826344.94213518,3393920.9324850235
2020-02-04 00:00:00 UTC,0.20468641201626597,38467898.5287728,3385038.273858478
2020-02-05 00:00:00 UTC,0.19667512982689397,36902011.5154726,2466898.589518944
2020-02-06 00:00:00 UTC,0.20527970842719093,38562681.36147342,3417676.7783997077
2020-02-07 00:00:00 UTC,0.22133622940170733,40534096.32773158,4697767.058344048
2020-02-08 00:00:00 UTC,0.2282586236622186,42909877.75707594,3666974.8369860738
2020-02-09 00:00:00 UTC,0.22804216847708234,42993367.24600285,3058553.5730652604
2020-02-10 00:00:00 UTC,0.22363120368122474,41981122.662741855,2525535.8919794946
2020-02-11 00:00:00 UTC,0.22512672831353073,42186090.87338852,3947252.247352061
2020-02-12 00:00:00 UTC,0.33259491716982237,59101040.286032595,10583758.368510744
2020-02-13 00:00:00 UTC,0.2623940707853243,48940814.58946604,7468296.7610513475
2020-02-14 00:00:00 UTC,0.2767740204896391,52076336.34528372,4190114.754527196
2020-02-15 00:00:00 UTC,0.275631594898545,51893067.15336377,4478617.661856973
2020-02-16 00:00:00 UTC,0.25778906911673816,48540390.57818307,4366680.310177566
2020-02-17 00:00:00 UTC,0.25334836138785166,47599183.38278634,3557814.1736029866
2020-02-18 00:00:00 UTC,0.2370689105165634,44375403.791970186,3571020.6989467517
2020-02-19 00:00:00 UTC,0.23482339765331525,44133936.840257704,3190017.7586072725
2020-02-20 00:00:00 UTC,0.2188479889419093,40934663.95416804,3034378.7175106592
2020-02-21 00:00:00 UTC,0.22800115224688502,42912513.28624549,3509732.573865318
2020-02-22 00:00:00 UTC,0.25355390306770664,47378015.44050857,6226554.381753546
2020-02-23 00:00:00 UTC,0.2627422313386829,49356959.964314625,5316919.678911215
2020-02-24 00:00:00 UTC,0.2624808215008998,49299639.34618459,5372548.602038533
2020-02-25 00:00:00 UTC,0.24526159357715532,46117540.37210448,4370439.930997991
2020-02-26 00:00:00 UTC,0.23264574612899994,43736824.09455052,5141396.69440429
2020-02-27 00:00:00 UTC,0.21425054763525667,40242183.94177817,6586674.527786952
2020-02-28 00:00:00 UTC,0.22524075741338226,42196535.80063404,8135397.178514377
2020-02-29 00:00:00 UTC,0.218363268830093,41114465.48192578,8108912.564540677
2020-03-01 00:00:00 UTC,0.22074769479450135,41373738.67962138,6822512.184507681
2020-03-02 00:00:00 UTC,0.24154316153578334,45111298.47303016,7355655.445821857
2020-03-03 00:00:00 UTC,0.24671556180979265,46292818.78592216,8350896.172482973
2020-03-04 00:00:00 UTC,0.24031068620817925,45145812.91146174,4415208.418645069
2020-03-05 00:00:00 UTC,0.23688294210164204,44543112.05220674,4820170.2206068775
2020-03-06 00:00:00 UTC,0.23880050900411484,44904928.07506236,4666778.284925111
2020-03-07 00:00:00 UTC,0.23752700091602452,44716793.186419494,3641365.9304962307
2020-03-08 00:00:00 UTC,0.23517225946693732,44087597.142877474,3105969.7888699505
2020-03-09 00:00:00 UTC,0.2093986118663249,39214484.91615343,3051897.4288752214
2020-03-10 00:00:00 UTC,0.20899824255801752,39293304.941486746,11365039.505708845
2020-03-11 00:00:00 UTC,0.20537238199861008,38806299.14943438,3083099.813222213
2020-03-12 00:00:00 UTC,0.20008789435360108,37639547.64332464,3943812.0695540663
2020-03-13 00:00:00 UTC,0.15595520064953586,28736964.54752919,4990319.75397115
2020-03-14 00:00:00 UTC,0.16232878269909098,30096849.499130886,2858993.956054721
2020-03-15 00:00:00 UTC,0.1488207178540903,27954940.34017099,1658293.0308914369
2020-03-16 00:00:00 UTC,0.14445791181586878,27148455.7417252,1841214.3027764945
2020-03-17 00:00:00 UTC,0.13805193398277915,25817699.05027007,2311892.2497159545
2020-03-18 00:00:00 UTC,0.1361041668717147,25832224.781844694,1889420.4763209599
2020-03-19 00:00:00 UTC,0.12623645846296913,23631747.74087905,2818540.600545713
2020-03-20 00:00:00 UTC,0.14965201436786577,28181264.205532283,6034209.358177026
2020-03-21 00:00:00 UTC,0.14110247029437126,26426140.220735613,4049640.8466397556
2020-03-22 00:00:00 UTC,0.1389691451961652,26097448.58725754,2657821.1358255493
2020-03-23 00:00:00 UTC,0.13143781656875053,24675530.496740714,2734668.92298742
2020-03-24 00:00:00 UTC,0.14279732455466745,26711464.526027627,5652378.473122461
2020-03-25 00:00:00 UTC,0.15257739350110716,28619670.77700124,5071050.540594084
2020-03-26 00:00:00 UTC,0.14687292644932665,27627712.91796177,3286710.1146905725
2020-03-27 00:00:00 UTC,0.14933310282232107,28060838.952099185,3823800.398958032
2020-03-28 00:00:00 UTC,0.1430991814686135,26539074.508960243,3367811.952709653
2020-03-29 00:00:00 UTC,0.13743552957337465,25809025.622089684,3216019.952521305
2020-03-30 00:00:00 UTC,0.13580513251641432,25607655.737107184,3010597.3097270033
2020-03-31 00:00:00 UTC,0.1390272395344593,26154079.78029203,8027893.702040946
2020-04-01 00:00:00 UTC,0.14060798994368276,26436791.554905225,8301665.924404791
2020-04-02 00:00:00 UTC,0.14320995850439408,26804637.346137162,1952256.1667723465
2020-04-03 00:00:00 UTC,0.1471022211774516,27530067.567202784,3081448.173117989
2020-04-04 00:00:00 UTC,0.1466326200570668,27368928.732159395,2087830.5417870188
2020-04-05 00:00:00 UTC,0.16188489249029997,30426301.297568493,2650404.79364336
2020-04-06 00:00:00 UTC,0.16258303447751107,30600037.35898491,3253303.802766433
2020-04-07 00:00:00 UTC,0.1763834640587225,33130516.366606396,3062747.9037496336
2020-04-08 00:00:00 UTC,0.17228789887789064,32458063.117572382,3014954.6590310954
2020-04-09 00:00:00 UTC,0.18030912391684964,33867731.06113667,2244220.007268125
2020-04-10 00:00:00 UTC,0.17799741452882376,33456206.372001924,1239691.2181719197
2020-04-11 00:00:00 UTC,0.16681383148360243,31437425.120740075,4433916.103403141
2020-04-12 00:00:00 UTC,0.1685046656808802,31685903.425865732,2990465.6943006595
2020-04-13 00:00:00 UTC,0.18451548299915105,34711967.238691874,3521574.7245275876
2020-04-14 00:00:00 UTC,0.18310501960960798,34508526.181278914,3388737.5258810367
2020-04-15 00:00:00 UTC,0.20344334186204138,38324130.512088545,3307419.720770351
